Edition,City,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800m,M,Gold
1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,800m,M,Silver
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,discus throw,M,Bronze
1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,discus throw,M,Gold
1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,discus throw,M,Silver
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,hammer throw,M,Bronze
1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,M,Gold
1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,hammer throw,M,Silver
1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,high jump,M,Bronze
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,high jump,M,Gold
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,high jump,M,Silver
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"high jump, standing",M,Bronze
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"high jump, standing",M,Gold
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"high jump, standing",M,Silver
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,long jump,M,Bronze
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,long jump,M,Gold
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,long jump,M,Silver
1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"long jump, standing",M,Bronze
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"long jump, standing",M,Gold
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"long jump, standing",M,Silver
1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,marathon,M,Bronze
1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,marathon,M,Gold
1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,marathon,M,Silver
1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,pole vault,M,Bronze
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,pole vault,M,Gold
1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,pole vault,M,Silver
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,shot put,M,Bronze
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,shot put,M,Gold
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,shot put,M,Silver
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,triple jump,M,Bronze
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,triple jump,M,Gold
1900,Paris,Athletics,Athletics,"CONNOLLY, James",USA,Men,triple jump,M,Silver
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,"triple jump, standing",M,Bronze
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"triple jump, standing",M,Gold
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"triple jump, standing",M,Silver
1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,cesta punta,M,Gold
1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,cesta punta,M,Gold
1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,cesta punta,M,Silver
1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,Men,cesta punta,M,Silver
1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"DONNE, William Stephen",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"SYMES, John",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,Men,cricket,M,Gold
1900,Paris,Cricket,Cricket,"ANDERSON, W.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"ATTRILL, W.T.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"BRAID, J.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"BROWNING, W.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"HORNE, R.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"JORDAN, T.H.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"MCEVOY, A.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"ROBINSON, D.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"ROQUES, F.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"TERRY, Henry John",FRA,Men,cricket,M,Silver
1900,Paris,Cricket,Cricket,"TOMALIN, P.H.",FRA,Men,cricket,M,Silver
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,double,M,Gold
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,double,M,Gold
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,individual 1 ball,M,Bronze
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,individual 1 ball,M,Gold
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,individual 1 ball,M,Silver
1900,Paris,Croquet,Croquet,SAUTREAU,FRA,Men,individual 2 balls,M,Bronze
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,individual 2 balls,M,Gold
1900,Paris,Croquet,Croquet,VIGNEROT,FRA,Men,individual 2 balls,M,Silver
1900,Paris,Cycling,Cycling Track,"DAUMAIN, .....",FRA,Men,25 kilometres,M,Bronze
1900,Paris,Cycling,Cycling Track,"BASTIEN, Louis",FRA,Men,25 kilometres,M,Gold
1900,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,Men,25 kilometres,M,Silver
1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint indivual,M,Bronze
1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint indivual,M,Gold
1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint indivual,M,Silver
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,high jump,X,Bronze
1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,high jump,X,Gold
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,high jump,X,Gold
1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,individual,X,Bronze
1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Men,individual,X,Gold
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,individual,X,Silver
1900,Paris,Equestrian,Jumping,DE BELLEGARDE,FRA,Men,long jump individual,X,Bronze
1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,long jump individual,X,Gold
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,long jump individual,X,Silver
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,épée individual,M,Bronze
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,épée individual,M,Gold
1900,Paris,Fencing,Fencing,"PERREE, Louis",FRA,Men,épée individual,M,Silver
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,"épée, amateurs and masters",M,Bronze
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"épée, amateurs and masters",M,Gold
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,"épée, amateurs and masters",M,Silver
1900,Paris,Fencing,Fencing,"LAURENT, Henri",FRA,Men,"épée, masters",M,Bronze
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"épée, masters",M,Gold
1900,Paris,Fencing,Fencing,"BOUGNOL, Emile",FRA,Men,"épée, masters",M,Silver
1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,foil individual,M,Bronze
1900,Paris,Fencing,Fencing,"COSTE, Emile",FRA,Men,foil individual,M,Gold
1900,Paris,Fencing,Fencing,"MASSON, Henri",FRA,Men,foil individual,M,Silver
1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"foil, masters",M,Bronze
1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"foil, masters",M,Gold
1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"foil, masters",M,Silver
1900,Paris,Fencing,Fencing,"FLESCH, Siegfried",AUT,Men,sabre individual,M,Bronze
1900,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,Men,sabre individual,M,Gold
1900,Paris,Fencing,Fencing,"THIEBAUT, Léon",FRA,Men,sabre individual,M,Silver
1900,Paris,Fencing,Fencing,"NERALIC, Milan",AUT,Men,"sabre, masters",M,Bronze
1900,Paris,Fencing,Fencing,"CONTE, Antonio",ITA,Men,"sabre, masters",M,Gold
1900,Paris,Fencing,Fencing,"SANTELLI, Italo",ITA,Men,"sabre, masters",M,Silver
1900,Paris,Football,Football,"DELBECQUE, Albert",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"KELECOM, R.",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"LEBOUTTE, Marcel",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,LONDOT,BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"MOREAU, Ernest",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"NEEFS, E.",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"PELGRIMS, Georges",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"RENIER, Alphonse",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"SPANNOGHE, E.",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"THORNTON, Erich",BEL,Men,football,M,Bronze
1900,Paris,Football,Football,VAN HEUCKELUM,BEL,Men,football,M,Bronze
1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"BURRIDGE, T.E.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"CHALK, Alfred Ernest",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"GROSLING, William Sullivan",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"HASLAM, A.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"JONES, J.H.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"NICHOLAS, J.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"QUASH, William Francis",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"SPACKMAN, F.G.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"TURNER, R.R.",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"ZEALLEY, James Edward",GBR,Men,football,M,Gold
1900,Paris,Football,Football,"ALLEMANE, Pierre",FRA,Men,football,M,Silver
1900,Paris,Football,Football,BACH,FRA,Men,football,M,Silver
1900,Paris,Football,Football,"BLOCH, Jean",FRA,Men,football,M,Silver
1900,Paris,Football,Football,"CANELLE, Fernand",FRA,Men,football,M,Silver
1900,Paris,Football,Football,DUPARC,FRA,Men,football,M,Silver
1900,Paris,Football,Football,FRAYSSE,FRA,Men,football,M,Silver
1900,Paris,Football,Football,GAILLARD,FRA,Men,football,M,Silver
1900,Paris,Football,Football,"GARNIER, René",FRA,Men,football,M,Silver
1900,Paris,Football,Football,GRANDJEAN,FRA,Men,football,M,Silver
1900,Paris,Football,Football,HUTEAU,FRA,Men,football,M,Silver
1900,Paris,Football,Football,LAMBERT,FRA,Men,football,M,Silver
1900,Paris,Football,Football,MACAIRE,FRA,Men,football,M,Silver
1900,Paris,Football,Football,PELTIER,FRA,Men,football,M,Silver
1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,individual,M,Bronze
1900,Paris,Golf,Golf,"SANDS, Charles Edward",USA,Men,individual,M,Gold
1900,Paris,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,individual,M,Silver
1900,Paris,Golf,Golf,"PRATT, Daria",USA,Women,individual,W,Bronze
1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,individual,W,Gold
1900,Paris,Golf,Golf,"WHITTIER, Pauline",USA,Women,individual,W,Silver
1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,individual all-round,M,Bronze
1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,individual all-round,M,Gold
1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",FRA,Men,individual all-round,M,Silver
1900,Paris,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,polo,M,Bronze
1900,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,polo,M,Bronze
1900,Paris,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Men,polo,M,Bronze
1900,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,polo,M,Bronze
1900,Paris,Polo,Polo,"DALY, Dennis",ZZX,Men,polo,M,Gold
1900,Paris,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Men,polo,M,Gold
1900,Paris,Polo,Polo,"MACKEY, Frank Jay",ZZX,Men,polo,M,Gold
1900,Paris,Polo,Polo,"RAWLINSON, Alfred",ZZX,Men,polo,M,Gold
1900,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,polo,M,Silver
1900,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",ZZX,Men,polo,M,Silver
1900,Paris,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Men,polo,M,Silver
1900,Paris,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Men,polo,M,Silver
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"TROMP, Henricus",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,eight with coxswain (8+),M,Bronze
1900,Paris,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"CARR, William",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"GEIGER, John",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"HEDLEY, Edward",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"JUVENAL, James",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"MARSH, Edward",USA,Men,eight with coxswain (8+),M,Gold
1900,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"ODBERG, Frank",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,eight with coxswain (8+),M,Silver
1900,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"FELLE, Ernst",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"KÖRNER, Julius",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"KRÖWERATH, Franz",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"LEHLE, Carl",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"MÖLLER, Adolf",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"RÜSTER, Hugo",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"WILKER, Hermann",GER,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Paris,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"CAU, Jean",FRA,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,CHARLOT,FRA,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,four-oared shell with coxswain (4-),M,Gold
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"LUMPP, Georges",FRA,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"PERRIN, Charles",FRA,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,four-oared shell with coxswain (4-),M,Silver
1900,Paris,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Paris,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold
1900,Paris,Rowing,Rowing,"MARTINET, Louis",FRA,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Paris,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,FRA,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Paris,Rowing,Rowing,WALEFF,FRA,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Paris,Rowing,Rowing,"ASHE, Saint-George",GBR,Men,single sculls (1x),M,Bronze
1900,Paris,Rowing,Rowing,"BARRELET, Henri",FRA,Men,single sculls (1x),M,Gold
1900,Paris,Rowing,Rowing,"GAUDIN, André",FRA,Men,single sculls (1x),M,Silver
1900,Paris,Rugby,Rugby,"AITOFF, Vladimir",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"ALBERT, A.",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"BINOCHE, Jean, LÃ©on",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"COLLAS, Jean",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"GAUTIER, Jean Guy",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"GIROUX, Auguste",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"GONDOUIN, Charles",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"HERVE, Jean",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"LARDANCHET, Victor",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"LEFEBVRE, Hubert",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"OLIVIER, Joseph",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"PHARAMOND, Alexandre",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"REICHEL, Frantz",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"RISCHMANN, André",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"ROOSEVELT, Albert",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"SARRADE, Emile",FRA,Men,rugby,M,Gold
1900,Paris,Rugby,Rugby,"AMRHEIN, Albert",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"BAYLISS, F.C.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"BETTING, Hugo",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"BIRTLES, J.Henry",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"CAUTLON, J.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"DARBY, Artur John",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"DEYKIN, C.P.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"HERRMANN, Jacob",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"HOFMEISTER, Willy",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"HOOD, L.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"KREUZER, Hermann",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LANDVOIGT, Arnold",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LATSCHA, Hans",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LOGAN, M.L.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LOVEITT, H.A.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LUDWIG, Erich",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"LUDWIG, Richard",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"MÜLLER, Fritz",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"NICOL, N.S.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"POPPE, Eduard",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"REITZ, Heinrich",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"SCHMIERER, August",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"SMITH, V.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"STOCKHAUSEN, Adolf",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"TALBOT, M.W.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"WALLIS, J.G.",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"WENDEROTH, Georg",GER,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"WHITTINDALE, Claud",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"WHITTINDALE, Raymond",GBR,Men,rugby,M,Silver
1900,Paris,Rugby,Rugby,"WILSON, Francis Henry",GBR,Men,rugby,M,Silver
1900,Paris,Sailing,Sailing,"MICHELET, E.",FRA,Men,0.5-1t,X,Bronze
1900,Paris,Sailing,Sailing,"MICHELET, F.",FRA,Men,0.5-1t,X,Bronze
1900,Paris,Sailing,Sailing,"GRETTON, John H.",GBR,Men,0.5-1t,X,Gold
1900,Paris,Sailing,Sailing,"HOPE, Linton",GBR,Men,0.5-1t,X,Gold
1900,Paris,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,0.5-1t,X,Gold
1900,Paris,Sailing,Sailing,"BAUDRIER, Jacques",FRA,Men,0.5-1t,X,Silver
